001001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
12a048##T0368    1,拔一切業障根本得生淨土神咒               ,【劉宋 求那跋陀羅譯】
12a049##T0369    1,阿彌陀佛說咒                             ,【】
12a050##T0370    1,阿彌陀鼓音聲王陀羅尼經                   ,【失譯】
12a051##T0371    1,觀世音菩薩授記經                         ,【宋 曇無竭譯】
12a052##T0372    3,佛說如幻三摩地無量印法門經               ,【宋 施護等譯】
12a053##T0373    1,後出阿彌陀佛偈                           ,【失譯】
12b054##T0374   40,大般涅槃經                               ,【北涼 曇無讖譯】
12b055##T0375   36,大般涅槃經                               ,【宋 慧嚴等依泥洹經加之】
12b056##T0376    6,佛說大般泥洹經                           ,【東晉 法顯譯】
12b057##T0377    2,大般涅槃經後分                           ,【唐 若那跋陀羅譯】
12b058##T0378    2,佛說方等般泥洹經                         ,【西晉 竺法護譯】
12b059##T0379    3,四童子三昧經                             ,【隋 闍那崛多譯】
12b060##T0380    5,大悲經                                   ,【高齊 那連提耶舍譯】
12b061##T0381    3,等集眾德三昧經                           ,【西晉 竺法護譯】
12b062##T0382    3,集一切福德三昧經                         ,【姚秦 鳩摩羅什譯】
12b063##T0383    2,摩訶摩耶經                               ,【蕭齊 曇景譯】
12b064##T0384    7,菩薩從兜術天降神母胎說廣普經             ,【姚秦 竺佛念譯】
12b065##T0385    2,中陰經                                   ,【姚秦 竺佛念譯】
12b066##T0386    2,蓮華面經                                 ,【隋 那連提耶舍譯】
12b067##T0387    6,大方等無想經                             ,【北涼 曇無讖譯】
12b068##T0388    1,大雲無想經卷第九                         ,【姚秦 竺佛念譯】
12b069##T0389    1,佛垂般涅槃略說教誡經                     ,【姚秦 鳩摩羅什譯】
12b070##T0390    1,佛臨涅槃記法住經                         ,【唐 玄奘譯】
12b071##T0391    1,般泥洹後灌臘經                           ,【西晉 竺法護譯】
12b072##T0392    1,佛滅度後棺斂葬送經                       ,【失譯】
12b073##T0393    1,迦葉赴佛般涅槃經                         ,【東晉 竺曇無蘭譯】
12b074##T0394    1,佛入涅槃密跡金剛力士哀戀經               ,【失譯】
12b075##T0395    1,佛說當來變經                             ,【西晉 竺法護譯】
12b076##T0396    1,佛說法滅盡經                             ,【失譯】
013001##T0397   60,大方等大集經                             ,【北涼 曇無讖譯】
013002##T0398    8,大哀經                                   ,【西晉 竺法護譯】
013003##T0399    4,寶女所問經                               ,【西晉 竺法護譯】
013004##T0400   18,佛說海意菩薩所問淨印法門經               ,【宋 惟淨等譯】
013005##T0401    2,佛說無言童子經                           ,【西晉 竺法護譯】
013006##T0402   10,寶星陀羅尼經                             ,【唐 波羅頗蜜多羅譯】
013007##T0403    7,阿差末菩薩經                             ,【西晉 竺法護譯】
013008##T0404    8,大集大虛空藏菩薩所問經                   ,【唐 不空譯】
013009##T0405    1,虛空藏菩薩經                             ,【姚秦 佛陀耶舍譯】
013010##T0406    1,虛空藏菩薩神咒經                         ,【失譯】
013011##T0407    1,虛空藏菩薩神咒經                         ,【宋 曇摩蜜多譯】
013012##T0408    2,虛空孕菩薩經                             ,【隋 闍那崛多譯】
013013##T0409    1,觀虛空藏菩薩經                           ,【劉宋 曇摩蜜多譯】
013014##T0410    8,大方廣十輪經                             ,【失譯】
013015##T0411   10,大乘大集地藏十輪經                       ,【唐 玄奘譯】
013016##T0412    2,地藏菩薩本願經                           ,【唐 實叉難陀譯】
013017##T0413    1,百千頌大集經地藏菩薩請問法身讚           ,【唐 不空譯】
013018##T0414    5,菩薩念佛三昧經                           ,【劉宋 功德直譯】
013019##T0415   10,大方等大集經菩薩念佛三昧分               ,【隋 達磨笈多譯】
013020##T0416    5,大方等大集經賢護分                       ,【隋 闍那崛多譯】
013021##T0417    1,般舟三昧經                               ,【後漢 支婁迦讖譯】
013022##T0418    3,般舟三昧經                               ,【後漢 支婁迦讖譯】
013023##T0419    1,拔陂菩薩經                               ,【失譯】
013024##T0420    2,自在王菩薩經                             ,【姚秦 鳩摩羅什譯】
013025##T0421    2,奮迅王問經                               ,【元魏 瞿曇般若流支譯】
013026##T0422    2,大集譬喻王經                             ,【隋 闍那崛多譯】
013027##T0423    4,僧伽吒經                                 ,【元魏 月婆首那譯】
013028##T0424    5,大集會正法經                             ,【宋 施護譯】
014001##T0425    8,賢劫經                                   ,【西晉 竺法護譯】
014002##T0426    1,佛說千佛因緣經                           ,【後秦 鳩摩羅什譯】
014003##T0427    1,佛說八吉祥神咒經                         ,【吳 支謙譯】
014004##T0428    1,佛說八陽神咒經                           ,【西晉 竺法護譯】
014005##T0429    1,佛說八部佛名經                           ,【元魏 瞿曇般若流支譯】
014006##T0430    1,八吉祥經                                 ,【梁 僧伽婆羅譯】
014007##T0431    1,八佛名號經                               ,【隋 闍那崛多譯】
014008##T0432    1,佛說十吉祥經                             ,【失譯】
014009##T0433    1,佛說寶網經                               ,【西晉 竺法護譯】
014010##T0434    3,佛說稱揚諸佛功德經                       ,【元魏 吉迦夜譯】
014011##T0435    1,佛說滅十方冥經                           ,【西晉 竺法護譯】
014012##T0436    1,受持七佛名號所生功德經                   ,【唐 玄奘譯】
014013##T0437    1,大乘寶月童子問法經                       ,【宋 施護譯】
014014##T0438    2,佛說大乘大方廣佛冠經                     ,【宋 法護等譯】
014015##T0439    1,佛說諸佛經                               ,【宋 施護譯】
014016##T0440   12,佛說佛名經                               ,【元魏 菩提流支譯】
014017##T0441   30,佛說佛名經                               ,【】
014018##T0442    1,十方千五百佛名經                         ,【失譯】
014019##T0443    8,五千五百佛名神咒除障滅罪經               ,【隋 闍那崛多譯】
014020##T0444    1,佛說百佛名經                             ,【隋 那連提耶舍譯】
014021##T0445    2,佛說不思議功德諸佛所護念經               ,【失譯】
014022##T0446a   1,過去莊嚴劫千佛名經                       ,【闕譯】
014023##T0446b   1,過去莊嚴劫千佛名經                       ,【失譯】
014024##T0447a   1,現在賢劫千佛名經                         ,【闕譯】
014025##T0447b   1,現在賢劫千佛名經                         ,【闕譯】
014026##T0448a   1,未來星宿劫千佛名經                       ,【闕譯】
014027##T0448b   1,未來星宿劫千佛名經                       ,【失譯】
014028##T0449    1,佛說藥師如來本願經                       ,【隋 達摩笈多譯】
014029##T0450    1,藥師琉璃光如來本願功德經                 ,【唐 玄奘譯】
014030##T0451    2,藥師琉璃光七佛本願功德經                 ,【唐 義淨譯】
014031##T0452    1,佛說觀彌勒菩薩上生兜率天經               ,【宋 沮渠京聲譯】
014032##T0453    1,佛說彌勒下生經                           ,【西晉 竺法護譯】
014033##T0454    1,佛說彌勒下生成佛經                       ,【後秦 鳩摩羅什譯】
014034##T0455    1,佛說彌勒下生成佛經                       ,【唐 義淨譯】
014035##T0456    1,佛說彌勒大成佛經                         ,【姚秦 鳩摩羅什譯】
014036##T0457    1,佛說彌勒來時經                           ,【失譯】
014037##T0458    1,文殊師利問菩薩署經                       ,【後漢 支婁迦讖譯】
014038##T0459    1,佛說文殊悔過經                           ,【西晉 竺法護譯】
014039##T0460    1,佛說文殊師利淨律經                       ,【西晉 竺法護譯】
014040##T0461    2,佛說文殊師利現寶藏經                     ,【西晉 竺法護譯】
014041##T0462    3,大方廣寶篋經                             ,【劉宋 求那跋陀羅譯】
