001##01 阿含部類 T01-02,25,33 etc.
001001##T0001-25 長阿含經 etc. T01
001001001##T0001 長阿含經22卷
004001004001##T0270 大法鼓經2卷
004001004002##T0271 佛說菩薩行方便境界神通變化經3卷
004001005##T0272 大薩遮尼乾子所說經10卷
004001006##T0273 金剛三昧經 T09a／論 T34／疏 X35
004001006001##T0273 金剛三昧經1卷
004001006002##T1730 金剛三昧經論3卷
004001006003##X0651 金剛三昧經注解
004001006004##X0652 金剛三昧經通宗記
004001007##T0274-75 方廣總持經 etc. T09a
004001007001##T0274 佛說濟諸方等學經1卷
004001007002##T0275 大乘方廣總持經1卷
004001008##T0276 無量義經1卷
004001009##T0277 佛說觀普賢菩薩行法經 T09a／疏 X35
004001009001##T0277 佛說觀普賢菩薩行法經1卷
004001009002##X0649 普賢觀經義疏科
004001009003##X0650 普賢觀經義疏
004001010##F0016 大王觀世音經 F01／疏 X35
004001010001##F0016 大王觀世音經
004001010002##X0648 高王觀音經註釋
004002##T26a,40, X46 法華經釋論
004002001##T1519 妙法蓮華經憂波提舍2卷
004002002##T1520 妙法蓮華經論優波提舍1卷
004002003##T1818 法華論疏3卷 吉藏 T40
004002004##X0790 法華經論述記
004003##T46, X55-57,74, G069, P167,189 天台宗
004003001##T1911-14, X0915,17-24 摩訶止觀 etc.
004003001001##T1911 摩訶止觀20卷
004003001002##T1912 止觀輔行傳弘決40卷
004003001003##T1913 止觀義例2卷
004003001004##T1914 止觀大意1卷
004003001005##X0915 刪定止觀
004003001006##X0917 止觀科節
004003001007##X0918 止觀記中異義
004003001008##X0919 止觀輔行搜要記
004003001009##X0920 止觀輔行助覽
004003001010##X0921 摩訶止觀義例纂要
004003001011##X0922 摩訶止觀義例科
004003001012##X0923 摩訶止觀義例隨釋
004003001013##X0924 摩訶止觀貫義科
004003002##T1915 修習止觀坐禪法要1卷
004003003##T1916 釋禪波羅蜜次第法門12卷
004003004##T1917 六妙法門1卷
004003005##T1918 四念處4卷
004003006##T1919 天台智者大師禪門口訣1卷
004003007##T1920-21 觀心論 etc.
004003007001##T1920 觀心論1卷
004003007002##T1921 觀心論疏5卷
004003008##T1922 釋摩訶般若波羅蜜經覺意三昧1卷
004003009##T1923 諸法無諍三昧法門2卷
004003010##T1924, X0904-05 大乘止觀法門 etc.
004003010001##T1924 大乘止觀法門
004003010002##X0904 大乘止觀法門宗圓記
004003010003##X0905 大乘止觀法門釋要
004003011##T1925 法界次第初門6卷
004003012##T1926 法華經安樂行義1卷
004003013##T1927-28, X0925-31 十不二門 etc.
004003013001##T1927 十不二門1卷
004003013002##T1928 十不二門指要鈔2卷
004003013003##X0925 十不二門義
004003013004##X0926 法華十妙不二門示珠指
004003013005##X0927 註法華本[這-言+亦]十不二門
004003013006##X0928 十不二門文心解
004003013007##X0929 法華玄記十不二門顯妙
004003013008##X0930 十不二門樞要
004003013009##X0931 十不二門指要鈔詳解
004003014##T1929 四教義12卷
004003015##T1930 天台八教大意1卷
004003016##T1931, X0976-80, P1629 天台四教儀 etc.
004003016001##T1931 天台四教儀1卷
004003016002##X0976 四教儀集解
004003016003##X0977 四教儀備釋
004003016004##X0978 四教儀集註科
004003016005##P1629 天台四教儀集註（選錄「集註」本文）
004003016006##X0979 四教儀集註節義
004003016007##X0980 四教儀註彙補輔宏記
004003017##T1932, X0932-37 金剛錍 etc.
004003017001##T1932 金剛錍
004003017002##X0932 金剛錍論私記
004003017003##X0933 金剛錍科
004003017004##X0934 金剛錍科
004003017005##X0935 金剛錍顯性錄
004003017006##X0936 金剛錍論義解
004003017007##X0937 金剛錍論釋文
004003018##T1933 南嶽思大禪師立誓願文1卷
004003019##T1934 國清百錄4卷
004003020##T1935 法智遺編觀心二百問1卷
004003021##T1936 四明十義書2卷
004003022##T1937 四明尊者教行錄7卷
004003023##T1938 天台傳佛心印記1卷
004003024##T1939, X0974 教觀綱宗 etc.
004003024001##T1939 教觀綱宗1卷
004003024002##X0974 教觀綱宗釋義
004003025##T1940 方等三昧行法1卷
004003026##T1941-51, X1480,88,1501, P1573 天台禮懺儀 etc.
004003026001##T1941 法華三昧懺儀
004003026002##T1942 法華三昧行事運想補助儀
004003026003##T1943 略法華三昧補助儀
004003026004##T1944 禮法華經儀式
004003026005##T1945 金光明懺法補助儀
004003026006##T1946 金光明最勝懺儀
004003026007##T1947 釋迦如來涅槃禮讚文1卷
004003026008##T1948 天台智者大師齋忌禮讚文1卷
004003026009##T1949 請觀世音菩薩消伏毒害陀羅尼三昧儀1卷
004003026010##T1950 千手眼大悲心&CB00057;行法1卷
004003026011##T1951 熾盛光道場念誦儀1卷
004003026012##X1480 千手千眼大悲心咒行法1卷
004003026013##X1488 得遇龍華修證懺儀4卷
004003026014##X1501 釋迦如來降生禮讚文1卷
004003026015##P1573 修懺要旨
004003027##X0903 隨自意三昧
004003028##X0907 禪門章
004003029##X0908 禪門要略
004003030##X0909 三觀義
004003031##X0911 觀心食法
004003032##X0912 觀心誦經法記
004003033##X0913 天台智者大師發願文
004003034##X0914 普賢菩薩發願文
004003035##X0916 天台智者大師傳論
004003036##G1977 科始終心要
004003037##X0938 始終心要注
004003038##X0939 法華五百問論
004003039##X0940 學天台宗法門大意
004003040##X0941 六即義
004003041##X0942 天台宗未決（附釋疑）
004003042##X0943 法華龍女成佛權實義
004003043##X0944 寶雲振祖集
004003044##X0946 螺溪振祖集
004003045##X0948 四明仁岳異說叢書
004003046##X0949 閑居編
004003047##X0950 金園集
004003048##X0951 天竺別集
004003049##X0952 重編天台諸文類集
004003050##X0953 別傳心法議
004003051##X0954 三千有門頌略解
004003052##X0955 復宗集
004003053##X0956 山家義苑
004003054##X0957 竹菴艸錄
004003055##X0958 圓頓宗眼
004003056##X0959 議中興教觀
004003057##X0960 三教出興頌註
004003058##X0961 施食通覽
004003059##X0962 不可剎那無此君
004003060##X0963 北[山/夆]教義
004003061##X0964 台宗十類因革論
004003062##X0965 山家緒餘集
004003063##X0966 台宗精英集
004003064##X0967 教觀撮要論
004003065##X0968 增修教苑清規
004003066##X0969 天台傳佛心印記註
004003067##X0970 性善惡論
004003068##X0971 書
004003069##X0972 法界安立圖
004003070##X0975 隨緣集
005##05 華嚴部類 T09b-10,26a,35-36,45,85, X03-05,07-09,45,58,74 etc.
005001##T09b-10 華嚴部／疏 T35-36,85, X05,07, U222-223, L130-133
005001001##T0278 華嚴經 60卷 T09a／疏 T35,85
005001001001##T0278 華嚴經60卷
005001001002##T1731 華嚴遊意1卷
005001001003##T1732 大方廣佛華嚴經搜玄分齊通智方軌10卷
005001001004##T1733-34 華嚴經探玄記 etc.
005001001004001##T1733 華嚴經探玄記20卷
005001001004002##T1734 花嚴經文義綱目1卷
005001001005##T2753 華嚴經章 1卷
005001001006##T2754 華嚴略疏卷第三 3卷
005001001007##T2756 華嚴經義記卷第一 1卷
005001001008##T2757 華嚴經疏卷第三 3卷
005001002##T0279 華嚴經 80卷 T10／疏 T35-36,85, X05,07, U222-223, L130-133
005001002001##T0279 大方廣佛華嚴經80卷
005001002002##T1735-38 etc. 華嚴經疏鈔 etc.
005001002002001##T1735 大方廣佛華嚴經疏60卷
005001002002002##T1736 大方廣佛華嚴經隨疏演義鈔90卷
005001002002003##T1737 大華嚴經略策1卷
005001002002004##T1738 新譯華嚴經七處九會頌釋章1卷
005001002002005##U1418a 華嚴經疏科 (1-3 / 4-20)
005001002002006##U1418b 華嚴經疏科 (1-3 / 4-20)
005001002002007##X0231 華嚴經疏科文
005001002002008##X0232 華嚴經疏鈔玄談
005001002002009##X0234 華嚴經疏注
005001002002010##L1557a 大方廣佛華嚴經疏鈔會本 (1-17 / 17-34 / 34-51 / 51-80)
005001002002011##L1557b 大方廣佛華嚴經疏鈔會本 (1-17 / 17-34 / 34-51 / 51-80)
005001002002012##L1557c 大方廣佛華嚴經疏鈔會本 (1-17 / 17-34 / 34-51 / 51-80)
005001002002013##L1557d 大方廣佛華嚴經疏鈔會本 (1-17 / 17-34 / 34-51 / 51-80)
005001002003##T1739-41 新華嚴經論 etc.
005001002003001##T1739 新華嚴經論40卷
005001002003002##T1740 大方廣佛華嚴經中卷卷大意略敘1卷
005001002003003##T1741 略釋新華嚴經修行次第決疑論4卷
005001002004##T1742 大方廣佛華嚴經願行觀門骨目2卷
005001002005##T1743 皇帝降誕日於麟德殿講大方廣佛華嚴經玄義一部1卷
005001002006##T2755 華嚴經疏 1卷
005001003##T0280 佛說兜沙經1卷
005001004##T0281 佛說菩薩本業經1卷
005001005##T0282 諸菩薩求佛本業經1卷
005001006##T0283 菩薩十住行道品1卷
005001007##T0284 佛說菩薩十住經1卷
005001008##T0285 漸備一切智德經5卷
005001009##T0286 十住經4卷
005001010##T0287 佛說十地經9卷
005001011##T0288 等目菩薩所問三昧經3卷
005001012##T0289 顯無邊佛土功德經1卷
005001013##T0290 佛說較量一切佛剎功德經1卷
005001014##T0291 佛說如來興顯經4卷
005001015##T0292 度世品經6卷
005001016##T0293 華嚴經(40)
005001017##T0294 佛說羅摩伽經3卷
005001018##T0295 大方廣佛華嚴經入法界品1卷
005001019##T0296 文殊師利發願經1卷
005001020##T0297 普賢菩薩行願讚1卷
005001021##T0298 大方廣普賢所說經1卷
005001022##T0299 大方廣總持寶光明經5卷
005001023##T0300 大方廣佛華嚴經不思議佛境界分1卷
005001024##T0301 大方廣如來不思議境界經1卷
005001025##T0302 度諸佛境界智光嚴經1卷
005001026##T0303 佛華嚴入如來德智不思議境界經2卷
005001027##T0304 大方廣入如來智德不思議經1卷
005001028##T0305 信力入印法門經5卷
005001029##T0306 大方廣佛花嚴經修慈分1卷
005001030##T0307 佛說莊嚴菩提心經1卷
005001031##T0308 佛說大方廣菩薩十地經1卷
005001032##T0309 最勝問菩薩十住除垢斷結經10卷
005002##T26a 華嚴經釋論／疏 T85, X03-05,45, J15
005002001##T1521 十住毘婆沙論17卷
005002002##T1522 十地經論 T26a／疏 T85, X45
005002002001##T1522 十地經論12卷
005002002002##T2758 十地義記卷第一 1卷
005002002003##T2799 十地論義疏卷第一．第二 3卷
005002002004##X0753 十地經論義記
005002003##X0208 華嚴經論〔卷十〕
005002004##X0221 續華嚴經略疏刊定記
005002005##X0223 華嚴經合論
005002006##X0225 華嚴經合論簡要
005002007##X0226 華嚴經合論纂要
005002008##X0227-30, JB005 華嚴經行願品疏 etc. X05, J15
005002008001##X0227 華嚴經行願品疏
005002008002##X0228 華嚴經行願品疏科
005002008003##X0229 華嚴經行願品疏鈔
005002008004##X0230 華嚴經普賢行願品疏科
005002008005##JB005 大方廣佛華嚴經普賢行願品別行疏鈔（選錄）
005003##T45, X03,08-09,58,74, F28 華嚴宗
005003001##T1866, X0995-1000 華嚴一乘教義分齊章 etc.
005003001001##T1866 華嚴一乘教義分齊章4卷
005003001002##X0995 華嚴一乘教義分齊章義苑疏
005003001003##X0996 華嚴一乘教義分齊章焚薪
005003001004##X0997 華嚴一乘教義分齊章科
005003001005##X0998 華嚴一乘教義分齊章復古記
005003001006##X0999 五教章集成記
005003001007##X1000 評復古記
005003002##T1867 華嚴五教止觀1卷
005003003##T1868 華嚴一乘十玄門1卷
005003004##T1869 華嚴五十要問答2卷
005003005##T1870 華嚴經內章門等雜孔目章4卷
005003006##T1871 華嚴經旨歸1卷
005003007##T1872 華嚴策林1卷
005003008##T1873 華嚴經問答2卷
005003009##T1874 華嚴經明法品內立三寶章2卷
005003010##T1875 華嚴經義海百門1卷
005003011##T1876, X0993-94 修華嚴奧旨妄盡還源觀 etc.
005003011001##T1876 修華嚴奧旨妄盡還源觀1卷
005003011002##X0993 華嚴還源觀科
005003011003##X0994 華嚴妄盡還源觀疏鈔補解
005003012##T1877 華嚴遊心法界記1卷
005003013##T1878 華嚴發菩提心章1卷
005003014##T1879a 華嚴經關脈義記1卷
005003015##T1879b 華嚴關脈義記1卷
005003016##T1880 金師子章雲間類解1卷
005003017##T1881 華嚴經金師子章註1卷
005003018##T1882 三聖圓融觀門1卷
005003019##T1883-85, X1007-08 華嚴法界觀門 etc.
005003019001##T1883 華嚴法界玄鏡2卷
005003019002##T1884 註華嚴法界觀門1卷
005003019003##T1885 註華嚴經題法界觀門頌2卷
005003019004##X1007 註華嚴法界觀科文
005003019005##X1008 註華嚴法界觀科文
005003020##T1886, X1031-33 原人論 etc.
005003020001##T1886 原人論1卷
005003020002##X1031 華嚴原人論發微錄
005003020003##X1032 華嚴原人論解
005003020004##X1033 華嚴原人論合解
005003021##T1887A,87B, F1081 華嚴一乘法界圖 etc.
005003021001##T1887A 華嚴一乘法界圖1卷
005003021002##T1887B 法界圖記叢髓錄4卷
005003021003##F1081 一乘法界圖合詩一印
005003022##T1888 解迷顯智成悲十明論1卷
005003023##T1889 海印三昧論1卷
005003024##T1890 華嚴一乘成佛妙義1卷
005003025##T1891 文殊指南圖讚1卷
005003026##X0211 華嚴經文義記〔卷六〕
005003027##X0218 華嚴經入法界品十八問答
005003028##X0220 華嚴經綸貫
005003029##X0235 華嚴經談玄抉擇
005003030##X0236 華嚴懸談會玄記
005003031##X0237 華嚴經文義要決問答
005003032##X0238 華嚴經要解
005003033##X0239 華嚴經吞海集
005003034##X0240a 華嚴綱要
005003035##X0240b 華嚴綱要
005003036##X0241 華嚴經綱目貫攝
005003037##X0242 華嚴經三十九品大意
005003038##X0985 華嚴融會一乘義章明宗記
005003039##X0991 華嚴經普賢觀行法門
005003040##X1004 五蘊觀
005003041##X1005 華嚴心要法門註
005003042##X1010 勸發菩提心文
005003043##X1013 華嚴法相槃節
005003044##X1014 法界觀披雲集
005003045##X1015 圓宗文類
005003046##X1016 註華嚴同教一乘策
005003047##X1017 註同教問答
005003048##X1018 評金剛錍
005003049##X1019 辨非集
005003050##X1020 斥謬
005003051##X1022 五相智識頌
005003052##X1023 華嚴大意
005003053##X1024-26 賢首五教儀 etc.
005003053001##X1024 賢首五教儀
005003053002##X1025 賢首五教儀開蒙
005003053003##X1026 賢首五教斷證三覺揀濫圖
005003054##X1027 法界宗蓮花章
005003055##X1028 華嚴鏡燈章
005003056##X1029 一乘決疑論
005003057##X1030 華嚴念佛三昧論
005003058##X1469-78, F1076 華嚴禮懺儀 etc.
005003058001##X1469 華嚴經海印道場九會請佛儀1卷
005003058002##X1470 華嚴經海印道場懺儀42卷
005003058003##X1471 華嚴清涼國師禮讚文1卷
005003058004##X1472 華嚴普賢行願修證儀1卷
005003058005##X1473 華嚴普賢行願修證儀1卷
005003058006##X1474 華嚴道場起止大略1卷
005003058007##X1475 圓覺經道場修證儀18卷
005003058008##X1476 圓覺經道場略本修證儀1卷
005003058009##X1477 首楞嚴壇場修證儀1卷
005003058010##X1478 依楞嚴究竟事懺2卷
005003058011##F1076 發菩提心戒
005003059##F1082-83 漩澓偈 etc.
005003059001##F1083      漩澓偈
005003059002##F1082      釋華嚴漩澓偈
005003060##F1084 健拏標訶一乘修行者秘密義記
006##06 寶積部類 T11-12a,26a,37,40b,85, X10,19
006001##T0310-73 寶積部 T11-12a
006001001##T0310 大寶積經120卷
006001002##T0311-54 寶積經異譯
006001002001##T0311 大方廣三戒經3卷
006001002002##T0312 佛說如來不思議祕密大乘經20卷
006001002003##T0313 阿&CB00434;佛國經2卷
006001002004##T0314 佛說大乘十法經1卷
006001002005##T0315a 佛說普門品經1卷
006001002006##T0315b 佛說普門品經1卷
006001002007##T0316 佛說大乘菩薩藏正法經40卷
006001002008##T0317 佛說胞胎經1卷
006001002009##T0318 文殊師利佛土嚴淨經2卷
006001002010##T0319 大聖文殊師利菩薩佛剎功德莊嚴經3卷
006001002011##T0320 父子合集經20卷
006001002012##T0321 佛說護國尊者所問大乘經4卷
006001002013##T0322 法鏡經1卷
006001002014##T0323 郁迦羅越問菩薩行經1卷
006001002015##T0324 佛說幻士仁賢經1卷
006001002016##T0325 佛說決定毘尼經1卷
006001002017##T0326 佛說三十五佛名禮懺文1卷
006001002018##T0327 發覺淨心經2卷
006001002019##T0328 佛說須賴經1卷
006001002020##T0329 佛說須賴經1卷
006001002021##T0330 佛說菩薩修行經1卷
006001002022##T0331 佛說無畏授所問大乘經3卷
006001002023##T0332 佛說優填王經1卷
006001002024##T0333 佛說大乘日子王所問經1卷
